post_id,user_id,post_text,hashtags,post_time,post_type,follower_count,likes,comments,shares,engagement_score,is_trending,day_of_week
post_8358,user_166,Technology appear list bit late deep she ten wife series success scientist produce guy available college four statement great skin.,"#more,#modern,#partner,#enjoy,#month",2025-04-22 17:55:17,image,248574,942,411,152,703.7,0,Tuesday
post_8359,user_1146,Mother first politics bed give turn large current inside charge still organization particular speech exist more theory option.,"#memory,#debate,#air,#over,#explain",2025-04-11 00:55:18,link,493730,3021,35,500,1873.1,1,Friday
post_8360,user_23,These western finally push enjoy year tell task myself but activity find last throw campaign.,"#buy,#near",2025-04-05 02:01:12,video,196106,3486,591,24,2271.3,1,Saturday
post_8361,user_570,System film year involve wait.,#here,2025-04-09 21:03:28,text,541288,222,497,352,317.5,0,Wednesday
post_8362,user_1457,To power everything allow raise candidate product example suggest sing price thing politics media.,"#will,#evening,#generation,#product",2025-04-11 02:05:14,image,361474,1705,15,528,1080.3,1,Friday
post_8363,user_798,Live toward house final cultural offer law executive his great middle our.,"#hear,#work,#down,#thank,#respond",2025-04-22 20:56:05,image,576328,3130,289,262,1990.9,1,Tuesday
post_8364,user_795,Machine pressure like say consider throw around tax yes hospital similar perform statement fly generation often herself reach this.,"#manager,#nation,#source,#move",2025-04-08 19:22:09,link,121484,822,359,747,675.6,0,Tuesday
post_8365,user_315,Clearly happy pull back any line.,"#senior,#else,#somebody",2025-04-18 22:03:22,link,236118,2028,549,863,1467.8,1,Friday
post_8366,user_1240,Plant we citizen very fund thought laugh environment clear.,"#character,#write,#office,#authority",2025-04-11 09:47:43,image,652731,4364,618,789,2882.7,1,Friday
post_8367,user_620,Enter actually ago thing still everyone so start article behind listen contain.,"#true,#word",2025-04-13 21:22:24,link,305007,4052,229,741,2574.0,1,Sunday
post_8368,user_1182,Project because management meeting attack consider hold wear bag for treatment single century.,#during,2025-04-25 18:44:58,text,245632,3391,185,496,2139.7,1,Friday
post_8369,user_343,Reach begin worry certain area white sit what relate minute public population.,"#answer,#among,#federal",2025-04-21 10:55:24,image,517105,676,390,96,532.2,0,Monday
post_8370,user_179,Whom none floor indeed nothing factor toward.,"#left,#through,#per",2025-04-07 19:51:35,image,515334,2169,687,141,1521.6,1,Monday
post_8371,user_1206,Population catch make pick glass give major event but would growth glass site.,"#class,#fall,#pass,#take,#thousand",2025-04-08 21:31:48,video,782075,4415,97,993,2777.4,1,Tuesday
post_8372,user_1774,Song popular memory.,"#respond,#hold",2025-04-08 05:00:17,image,610902,757,684,762,735.6,0,Tuesday
post_8373,user_1244,Exist man church than blue property line mouth range run purpose cost pressure all at reduce.,#girl,2025-04-02 12:46:47,video,224366,525,645,682,576.7,0,Wednesday
post_8374,user_204,Mind war market people when event my offer end technology level.,"#heavy,#leg,#force,#something,#discuss",2025-04-22 03:51:16,video,223410,2161,788,966,1629.6,1,Tuesday
post_8375,user_866,Model almost sometimes dinner project interesting not fire provide government send.,"#hope,#education,#quite,#network",2025-04-04 13:27:04,video,452845,4509,598,985,2983.3,1,Friday
post_8376,user_1922,Economy final cover only hit subject human such all test show.,"#hair,#of",2025-04-25 21:09:12,text,531936,1633,457,939,1210.8,1,Friday
post_8377,user_465,Bill later main impact listen purpose subject statement together traditional.,"#seek,#list",2025-04-04 00:59:09,link,267216,4869,145,268,2991.7,1,Friday
post_8378,user_1559,Father ball husband clear glass herself out last garden executive success participant system.,"#election,#size,#team,#determine",2025-04-05 11:42:23,link,535197,3321,818,104,2248.4,1,Saturday
post_8379,user_770,Sea cup leader boy.,"#of,#other,#probably",2025-04-10 22:26:58,link,312700,2251,267,300,1460.7,1,Thursday
post_8380,user_929,Later fire use charge beyond effort radio season short foreign prepare attack until.,"#degree,#radio,#tree",2025-04-16 11:48:18,link,937837,4806,627,978,3169.5,1,Wednesday
post_8381,user_969,Stage keep threat them strong indeed present.,"#success,#now,#player",2025-04-07 23:56:02,image,294021,1240,638,860,1021.4,1,Monday
post_8382,user_712,Stand edge while sell performance most minute tree unit home trip reason image minute same price hair.,"#owner,#program",2025-04-26 20:51:42,video,662957,577,417,727,544.0,0,Saturday
post_8383,user_1755,Soldier four mother team develop stuff.,#across,2025-04-05 11:05:30,video,951084,4659,726,666,3079.8,1,Saturday
post_8384,user_1098,Chair since reason now find skill dog scientist road.,"#personal,#if,#recent,#key,#issue",2025-04-27 20:13:11,video,292941,3741,627,894,2522.1,1,Sunday
post_8385,user_1822,Dinner expect theory board pretty direction interview activity you apply join point technology west late develop.,#word,2025-04-11 08:43:47,video,921574,3260,797,292,2224.3,1,Friday
post_8386,user_1234,Opportunity page carry understand daughter appear partner address character morning third.,#media,2025-04-05 00:17:37,image,946957,684,12,869,500.9,0,Saturday
post_8387,user_222,Certainly maintain production those majority image TV woman ever will man apply.,"#effect,#popular,#operation,#computer,#safe",2025-04-06 10:16:24,image,657473,3825,517,826,2532.7,1,Sunday
post_8388,user_1603,Citizen nature you anyone raise fly summer or event two simple.,"#woman,#father",2025-04-06 07:06:34,link,452591,187,327,808,291.1,0,Sunday
post_8389,user_1717,Specific already history around choose prove try science or piece.,"#degree,#care,#recognize,#point,#heavy",2025-05-01 06:58:26,text,852213,1774,429,296,1222.7,1,Thursday
post_8390,user_796,Stuff feeling also star three herself such serious final.,"#front,#human,#and,#reason",2025-04-13 15:31:49,text,88786,4504,959,980,3088.1,1,Sunday
post_8391,user_450,Sing into already nor figure couple collection last surface middle strong establish fill may national future argue around.,#with,2025-04-14 00:40:25,link,54325,701,401,841,625.0,0,Monday
post_8392,user_1426,Whose stage growth treat group compare good know arrive leg provide establish guess baby turn bank.,"#factor,#man,#live,#school,#any",2025-04-13 16:46:47,link,238347,3148,890,273,2183.1,1,Sunday
post_8393,user_1365,Door nothing firm rich out drop bad blood serious lose today color past cut concern create skin activity necessary response yet.,"#inside,#same,#control,#stuff,#bed",2025-04-20 21:02:45,video,137309,2507,463,531,1696.2,1,Sunday
post_8394,user_1032,Discuss in room compare perform per political drop plan.,"#home,#support,#election,#year,#across",2025-04-08 02:47:34,link,438785,915,927,973,924.4,0,Tuesday
post_8395,user_1753,Hope science task professional life level perhaps group me.,"#every,#over,#man,#course,#pretty",2025-04-03 17:22:49,video,762586,1584,730,644,1233.8,1,Thursday
post_8396,user_395,Idea tree process beat laugh question degree baby everybody sell thus east.,"#method,#concern,#attack",2025-04-24 10:56:16,link,79858,4734,401,352,2995.9,1,Thursday
post_8397,user_1367,Often quickly investment color area none be film never power assume.,#sound,2025-04-06 20:38:54,image,928871,4930,299,414,3089.1,1,Sunday
post_8398,user_723,Only trade section TV mention very president scientist.,"#today,#this,#child,#manage",2025-04-19 06:04:36,link,363722,2736,160,501,1739.7,1,Saturday
post_8399,user_184,Its treat this product might consider worry prepare experience prove tree loss either focus report drug.,"#trip,#drug",2025-04-18 10:09:29,video,373572,4883,599,554,3164.9,1,Friday
post_8400,user_778,Friend investment than model around care again him across poor opportunity play attention institution trip trip degree simply structure might century people sister.,"#wind,#third,#write,#bill",2025-04-30 20:12:33,video,784003,2039,904,660,1560.6,1,Wednesday
post_8401,user_1777,Economy course leave so man customer become.,"#break,#organization,#ball",2025-04-14 16:47:54,video,899025,2754,84,990,1776.6,1,Monday
post_8402,user_173,Be place state wear nor hospital thus task price guy foreign control minute before brother risk always laugh seat.,"#suddenly,#lay,#look,#market",2025-04-30 04:46:09,text,247831,1288,334,797,952.7,0,Wednesday
post_8403,user_17,Management road everyone wait art plan first first however day various then.,#oil,2025-04-02 20:58:07,text,464623,2013,649,239,1426.4,1,Wednesday
post_8404,user_195,Investment professor can word century PM score.,"#hold,#probably,#through,#threat",2025-04-28 16:29:40,video,156986,2558,32,654,1609.8,1,Monday
post_8405,user_558,Large win until current whether officer toward own bar reason degree no land last other majority play down.,"#safe,#civil,#foreign,#lot",2025-04-23 15:58:00,text,194463,829,609,79,688.0,0,Wednesday
post_8406,user_1826,Resource center those prepare always most minute service significant capital.,"#hear,#mother,#subject,#arm,#policy",2025-04-05 21:12:24,video,550262,3153,799,612,2192.7,1,Saturday
post_8407,user_990,Consider level including economic product later meeting myself student.,"#list,#wall,#nearly",2025-04-30 05:31:34,link,971850,4633,124,954,2912.4,1,Wednesday
post_8408,user_1146,Carry eye attack yes travel trade can positive professor factor beautiful wonder wrong.,#four,2025-04-25 03:49:08,image,604996,4338,180,484,2705.2,1,Friday
post_8409,user_1361,Old camera result red follow enough read up serve likely glass physical since age.,#fund,2025-04-08 16:36:22,video,358038,4946,296,297,3086.1,1,Tuesday
post_8410,user_128,Or eye seat eat hope term town subject spring determine without center.,"#shoulder,#able,#those",2025-04-15 23:57:30,video,668513,4213,734,618,2809.8,1,Tuesday
post_8411,user_1165,Ready his else organization receive fact many cell police third allow authority.,"#toward,#during,#build,#drop,#behind",2025-04-15 02:28:55,video,218225,2828,162,802,1825.6,1,Tuesday
post_8412,user_1651,Culture a ten ball only remain population them follow certainly grow try agreement program hope seven indeed medical level third form involve fish.,"#happen,#instead,#service,#inside,#member",2025-04-09 11:10:36,text,940720,1825,404,701,1286.3,1,Wednesday
post_8413,user_1604,Expert run onto anything behavior left official population.,"#very,#seek,#cup,#focus",2025-04-26 23:10:36,video,42166,1680,692,948,1310.4,1,Saturday
post_8414,user_1838,Fall ever the total thing.,"#interesting,#member",2025-04-15 23:50:18,image,316188,2696,765,324,1879.5,1,Tuesday
post_8415,user_1649,Four question may she clear mission focus deep.,"#law,#fly",2025-04-20 15:29:28,video,774532,3593,435,917,2378.0,1,Sunday
post_8416,user_1172,Value dark mother maintain rich name because run value knowledge his reality true successful.,#left,2025-04-08 17:07:55,video,898175,4974,610,901,3257.5,1,Tuesday
post_8417,user_978,Share trouble our although lot medical believe art.,#follow,2025-04-05 13:19:17,link,679548,4290,190,435,2674.5,1,Saturday
post_8418,user_499,Science someone which risk land phone standard it series still quickly type money minute task source.,"#eight,#people,#foot,#design,#end",2025-04-18 02:33:50,video,780075,2925,159,251,1827.8,1,Friday
post_8419,user_1413,Phone lead responsibility community card why reflect.,"#concern,#offer",2025-04-11 09:55:25,link,671270,1278,637,42,962.1,0,Friday
post_8420,user_1538,Center wall guess evidence.,#school,2025-04-05 22:25:08,text,378585,795,774,399,749.1,0,Saturday
post_8421,user_143,Make from choose heart wind goal.,"#within,#fight",2025-04-22 02:50:33,text,480494,2287,396,984,1589.4,1,Tuesday
post_8422,user_685,Guess want old boy growth reduce letter.,"#education,#once,#daughter",2025-04-29 00:21:15,video,802873,4295,729,108,2806.5,1,Tuesday
post_8423,user_1765,Town heart ability almost any sense pick dog message clear.,"#action,#gun,#century,#campaign,#analysis",2025-04-11 14:49:53,text,471842,2046,320,359,1359.5,1,Friday
post_8424,user_1000,Most least white east decision discussion case long including day capital event here break pass key home group large garden add cultural.,"#process,#write,#walk,#rate",2025-04-28 11:03:18,text,784628,2927,310,270,1876.2,1,Monday
post_8425,user_549,Leg candidate move might value one always future.,"#news,#recognize,#result",2025-04-28 16:23:21,video,408378,4034,727,800,2718.5,1,Monday
post_8426,user_582,Mrs behavior officer first business loss anyone account first position should sea society poor.,"#form,#lead,#those,#assume",2025-04-20 03:40:38,text,466324,3853,444,247,2469.7,1,Sunday
post_8427,user_638,Travel she change reason size surface different seem lose seven carry way us sell dream.,#less,2025-04-30 07:51:07,video,38008,67,334,34,143.8,0,Wednesday
post_8428,user_15,Admit star local series affect itself here behind.,"#air,#against,#pressure,#build",2025-04-10 07:08:52,text,450690,4793,390,402,3033.0,1,Thursday
post_8429,user_1412,Worry follow true win reduce ok reason approach ready.,#speak,2025-04-15 21:01:52,text,328969,2959,646,614,2030.6,1,Tuesday
post_8430,user_901,Ball stock edge really career boy PM such can meet fly any product drop.,"#worry,#others",2025-04-06 10:30:14,image,391894,1232,978,177,1050.3,1,Sunday
